date,node_id,day_of_simulation,time_of_day_min,pH,temperature_C,TDS_mgl,DO_mgl,label
2024-01-06,NODE_05,6,1260,8.0,23.55,179,2.22,1
2024-01-06,NODE_05,6,1270,8.03,25.92,128,2.69,1
2024-01-06,NODE_05,6,1280,7.61,23.32,139,5.98,0
2024-01-06,NODE_05,6,1290,8.09,24.83,134,2.83,1
2024-01-06,NODE_05,6,1300,8.03,26.07,184,6.14,0
2024-01-06,NODE_05,6,1310,8.16,24.97,162,1.61,1
2024-01-06,NODE_05,6,1320,8.07,25.06,188,5.44,0
2024-01-06,NODE_05,6,1330,8.04,22.76,178,1.42,1
2024-01-06,NODE_05,6,1340,7.74,24.61,178,2.26,1
2024-01-06,NODE_05,6,1350,8.09,22.6,117,2.62,1
2024-01-06,NODE_05,6,1360,8.05,23.68,139,2.16,1
2024-01-06,NODE_05,6,1370,7.79,25.58,167,6.73,0
2024-01-06,NODE_05,6,1380,7.67,23.48,138,2.41,1
2024-01-06,NODE_05,6,1390,7.92,24.88,178,2.45,1
2024-01-06,NODE_05,6,1400,7.44,23.59,149,2.38,1
2024-01-06,NODE_05,6,1410,7.89,23.02,152,6.35,0
2024-01-06,NODE_05,6,1420,7.78,23.15,175,5.87,0
2024-01-06,NODE_05,6,1430,7.81,25.06,169,5.9,0
2024-01-07,NODE_05,7,0,7.61,24.63,176,5.83,0
2024-01-07,NODE_05,7,10,8.07,23.5,133,2.68,1
2024-01-07,NODE_05,7,20,7.83,24.98,170,6.08,0
2024-01-07,NODE_05,7,30,7.85,24.55,177,2.08,1
2024-01-07,NODE_05,7,40,7.69,22.2,175,2.13,1
2024-01-07,NODE_05,7,50,8.27,23.78,167,1.9,1
2024-01-07,NODE_05,7,60,7.77,22.9,180,1.9,1
2024-01-07,NODE_05,7,70,8.02,25.92,177,2.03,1
2024-01-07,NODE_05,7,80,7.59,23.2,178,2.04,1
2024-01-07,NODE_05,7,90,7.42,23.54,174,5.74,0
2024-01-07,NODE_05,7,100,7.67,25.57,183,6.36,0
2024-01-07,NODE_05,7,110,8.27,22.89,165,2.46,1
2024-01-07,NODE_05,7,120,7.92,24.44,170,5.27,0
2024-01-07,NODE_05,7,130,8.05,23.4,136,2.45,1
2024-01-07,NODE_05,7,140,7.18,25.37,142,6.06,0
2024-01-07,NODE_05,7,150,7.93,24.22,170,2.3,1
2024-01-07,NODE_05,7,160,7.75,23.43,169,2.3,1
2024-01-07,NODE_05,7,170,8.13,24.08,171,3.32,1
2024-01-07,NODE_05,7,180,7.73,23.94,183,6.18,0
2024-01-07,NODE_05,7,190,7.85,24.08,186,4.93,0
2024-01-07,NODE_05,7,200,7.98,22.76,179,2.47,1
2024-01-07,NODE_05,7,210,8.33,25.45,183,1.84,1
2024-01-07,NODE_05,7,220,8.0,25.28,182,5.65,0
2024-01-07,NODE_05,7,230,7.94,25.18,136,2.82,1
2024-01-07,NODE_05,7,240,8.05,24.18,176,1.79,1
2024-01-07,NODE_05,7,250,7.98,22.78,182,2.17,1
2024-01-07,NODE_05,7,260,7.8,24.21,182,2.55,1
2024-01-07,NODE_05,7,270,7.87,21.99,178,2.7,1
2024-01-07,NODE_05,7,280,8.19,23.98,185,1.41,1
2024-01-07,NODE_05,7,290,7.97,22.9,120,2.81,1
2024-01-07,NODE_05,7,300,7.88,24.7,112,3.37,1
2024-01-07,NODE_05,7,310,8.09,25.77,174,2.5,1
2024-01-07,NODE_05,7,320,7.9,25.34,179,7.16,0
2024-01-07,NODE_05,7,330,7.98,23.96,178,1.49,1
2024-01-07,NODE_05,7,340,8.12,21.47,177,1.39,1
2024-01-07,NODE_05,7,350,7.76,25.11,152,6.25,0
2024-01-07,NODE_05,7,360,7.67,25.2,183,2.28,1
2024-01-07,NODE_05,7,370,8.01,24.56,178,1.94,1
2024-01-07,NODE_05,7,380,8.08,25.32,179,1.89,1
2024-01-07,NODE_05,7,390,7.91,25.54,177,6.04,0
2024-01-07,NODE_05,7,400,7.74,23.24,181,6.56,0
2024-01-07,NODE_05,7,410,7.02,24.59,136,6.45,0
2024-01-07,NODE_05,7,420,7.36,23.36,144,6.28,0
2024-01-07,NODE_05,7,430,7.62,24.29,174,2.45,1
2024-01-07,NODE_05,7,440,8.4,25.06,134,2.46,1
2024-01-07,NODE_05,7,450,7.56,26.58,180,2.48,1
2024-01-07,NODE_05,7,460,7.94,25.43,152,2.63,1
2024-01-07,NODE_05,7,470,7.99,22.34,175,2.51,1
2024-01-07,NODE_05,7,480,7.62,23.61,136,7.06,0
2024-01-07,NODE_05,7,490,8.3,21.46,178,1.87,1
2024-01-07,NODE_05,7,500,7.93,24.47,122,2.84,1
2024-01-07,NODE_05,7,510,7.83,24.2,176,1.56,1
2024-01-07,NODE_05,7,520,8.16,23.83,181,2.11,1
2024-01-07,NODE_05,7,530,7.93,24.57,134,6.08,0
2024-01-07,NODE_05,7,540,7.96,26.55,182,2.85,1
2024-01-07,NODE_05,7,550,8.13,22.58,122,2.58,1
2024-01-07,NODE_05,7,560,8.0,24.7,140,2.31,1
2024-01-07,NODE_05,7,570,7.39,23.72,152,2.63,1
2024-01-07,NODE_05,7,580,7.95,23.34,172,5.53,0
2024-01-07,NODE_05,7,590,7.85,24.69,164,2.99,1
2024-01-07,NODE_05,7,600,7.69,22.09,177,1.55,1
2024-01-07,NODE_05,7,610,7.87,24.38,165,6.29,0
2024-01-07,NODE_05,7,620,7.53,23.94,137,6.75,0
2024-01-07,NODE_05,7,630,8.03,25.34,178,1.89,1
2024-01-07,NODE_05,7,640,8.08,23.69,177,1.82,1
2024-01-07,NODE_05,7,650,7.69,25.35,178,6.38,0
2024-01-07,NODE_05,7,660,8.11,23.6,133,3.19,1
2024-01-07,NODE_05,7,670,7.99,25.96,174,1.97,1
2024-01-07,NODE_05,7,680,8.11,23.57,175,2.57,1
2024-01-07,NODE_05,7,690,7.15,22.4,184,1.93,1
2024-01-07,NODE_05,7,700,7.74,23.74,175,1.67,1
2024-01-07,NODE_05,7,710,7.92,25.13,127,1.95,1
2024-01-07,NODE_05,7,720,8.02,25.95,122,2.21,1
2024-01-07,NODE_05,7,730,7.39,23.3,182,2.35,1
2024-01-07,NODE_05,7,740,7.99,24.38,174,1.83,1
2024-01-07,NODE_05,7,750,8.08,25.97,173,1.85,1
2024-01-07,NODE_05,7,760,7.74,23.62,177,3.04,1
2024-01-07,NODE_05,7,770,7.93,24.49,178,2.67,1
2024-01-07,NODE_05,7,780,7.35,23.88,176,2.12,1
2024-01-07,NODE_05,7,790,7.97,23.42,129,2.66,1
2024-01-07,NODE_05,7,800,7.67,22.35,173,2.01,1
2024-01-07,NODE_05,7,810,8.19,25.53,134,2.88,1
2024-01-07,NODE_05,7,820,7.66,23.12,142,5.92,0
2024-01-07,NODE_05,7,830,7.85,22.65,109,2.76,1
2024-01-07,NODE_05,7,840,8.2,24.61,180,2.07,1
2024-01-07,NODE_05,7,850,7.68,23.42,187,6.15,0
2024-01-07,NODE_05,7,860,7.82,25.2,180,6.36,0
2024-01-07,NODE_05,7,870,7.87,23.96,180,2.51,1
2024-01-07,NODE_05,7,880,8.23,23.79,139,2.92,1
2024-01-07,NODE_05,7,890,8.45,23.34,186,2.6,1
2024-01-07,NODE_05,7,900,7.96,24.51,178,1.71,1
2024-01-07,NODE_05,7,910,7.86,22.56,181,2.15,1
2024-01-07,NODE_05,7,920,7.95,23.44,142,2.17,1
2024-01-07,NODE_05,7,930,7.92,27.47,176,1.82,1
2024-01-07,NODE_05,7,940,7.22,23.75,130,2.29,1
2024-01-07,NODE_05,7,950,7.68,26.26,178,5.69,0
2024-01-07,NODE_05,7,960,8.0,23.35,168,1.8,1
2024-01-07,NODE_05,7,970,7.94,25.18,175,3.17,1
2024-01-07,NODE_05,7,980,7.83,24.42,179,2.24,1
2024-01-07,NODE_05,7,990,7.79,23.23,181,1.93,1
2024-01-07,NODE_05,7,1000,8.06,24.45,179,2.56,1
2024-01-07,NODE_05,7,1010,8.04,25.53,179,2.35,1
2024-01-07,NODE_05,7,1020,7.8,23.51,130,2.86,1
2024-01-07,NODE_05,7,1030,8.29,24.18,139,2.94,1
2024-01-07,NODE_05,7,1040,7.78,25.18,175,5.49,0
2024-01-07,NODE_05,7,1050,8.06,23.22,173,2.1,1
2024-01-07,NODE_05,7,1060,7.72,21.62,139,2.95,1
2024-01-07,NODE_05,7,1070,7.4,22.88,174,2.31,1
2024-01-07,NODE_05,7,1080,7.84,24.77,185,6.23,0
2024-01-07,NODE_05,7,1090,8.17,20.99,168,1.72,1
2024-01-07,NODE_05,7,1100,8.18,22.04,185,2.08,1
2024-01-07,NODE_05,7,1110,7.77,23.32,176,5.84,0
2024-01-07,NODE_05,7,1120,7.8,25.98,178,6.2,0
2024-01-07,NODE_05,7,1130,8.13,21.66,181,2.07,1
2024-01-07,NODE_05,7,1140,8.08,25.04,169,1.92,1
2024-01-07,NODE_05,7,1150,7.33,23.66,135,6.39,0
2024-01-07,NODE_05,7,1160,7.9,22.85,169,2.31,1
2024-01-07,NODE_05,7,1170,8.52,23.84,132,2.73,1
2024-01-07,NODE_05,7,1180,8.08,23.22,187,2.1,1
2024-01-07,NODE_05,7,1190,7.94,21.9,130,2.69,1
2024-01-07,NODE_05,7,1200,8.01,22.38,131,2.77,1
2024-01-07,NODE_05,7,1210,7.9,24.27,174,1.88,1
2024-01-07,NODE_05,7,1220,7.77,24.86,137,3.24,1
2024-01-07,NODE_05,7,1230,7.93,25.26,142,6.37,0
2024-01-07,NODE_05,7,1240,7.99,24.32,171,7.15,0
2024-01-07,NODE_05,7,1250,7.91,24.84,173,2.87,1
2024-01-07,NODE_05,7,1260,7.98,24.75,184,5.32,0
2024-01-07,NODE_05,7,1270,7.81,24.42,168,5.97,0
2024-01-07,NODE_05,7,1280,8.01,23.78,180,5.79,0
2024-01-07,NODE_05,7,1290,8.5,22.67,190,2.54,1
2024-01-07,NODE_05,7,1300,7.6,22.91,179,2.02,1
2024-01-07,NODE_05,7,1310,7.72,24.06,143,6.15,0
2024-01-07,NODE_05,7,1320,7.42,25.27,184,5.29,0
2024-01-07,NODE_05,7,1330,7.77,23.81,129,3.01,1
2024-01-07,NODE_05,7,1340,7.38,25.3,134,6.52,0
2024-01-07,NODE_05,7,1350,8.04,23.45,180,6.65,0
2024-01-07,NODE_05,7,1360,7.76,22.81,134,2.5,1
2024-01-07,NODE_05,7,1370,8.04,24.45,181,2.33,1
2024-01-07,NODE_05,7,1380,7.45,24.64,140,7.25,0
2024-01-07,NODE_05,7,1390,7.75,25.68,174,5.75,0
2024-01-07,NODE_05,7,1400,8.11,22.48,169,1.88,1
2024-01-07,NODE_05,7,1410,8.0,23.59,177,2.93,1
2024-01-07,NODE_05,7,1420,8.1,25.35,172,1.92,1
2024-01-07,NODE_05,7,1430,7.93,26.75,126,2.0,1
2024-01-08,NODE_05,8,0,8.02,24.93,180,2.91,1
2024-01-08,NODE_05,8,10,7.9,23.21,167,1.86,1
2024-01-08,NODE_05,8,20,8.12,23.79,137,2.49,1
2024-01-08,NODE_05,8,30,8.0,24.7,185,2.34,1
2024-01-08,NODE_05,8,40,7.92,26.41,183,5.84,0
2024-01-08,NODE_05,8,50,7.54,23.9,142,6.17,0
2024-01-08,NODE_05,8,60,7.98,25.4,175,1.27,1
2024-01-08,NODE_05,8,70,7.96,23.8,190,5.8,0
2024-01-08,NODE_05,8,80,7.79,21.6,184,2.66,1
2024-01-08,NODE_05,8,90,8.15,27.47,179,5.64,0
2024-01-08,NODE_05,8,100,8.26,21.53,178,1.97,1
2024-01-08,NODE_05,8,110,7.85,22.78,180,1.55,1
2024-01-08,NODE_05,8,120,7.99,23.4,177,6.4,0
2024-01-08,NODE_05,8,130,8.08,23.59,176,6.29,0
2024-01-08,NODE_05,8,140,7.22,26.48,190,5.31,0
2024-01-08,NODE_05,8,150,7.98,22.9,175,2.15,1
2024-01-08,NODE_05,8,160,8.19,23.13,176,6.42,0
2024-01-08,NODE_05,8,170,8.14,23.08,129,2.26,1
2024-01-08,NODE_05,8,180,7.94,23.3,132,2.43,1
2024-01-08,NODE_05,8,190,7.63,23.75,185,2.34,1
2024-01-08,NODE_05,8,200,7.53,22.71,186,2.36,1
2024-01-08,NODE_05,8,210,7.96,24.65,174,5.42,0
2024-01-08,NODE_05,8,220,7.78,22.89,174,2.26,1
2024-01-08,NODE_05,8,230,8.28,25.58,178,2.82,1
2024-01-08,NODE_05,8,240,7.84,24.66,174,2.69,1
2024-01-08,NODE_05,8,250,7.93,20.51,179,2.42,1
2024-01-08,NODE_05,8,260,7.61,23.31,134,6.75,0
2024-01-08,NODE_05,8,270,8.01,24.77,181,6.41,0
2024-01-08,NODE_05,8,280,8.0,25.11,177,2.18,1
2024-01-08,NODE_05,8,290,8.03,22.04,181,2.45,1
2024-01-08,NODE_05,8,300,7.62,22.65,180,2.49,1
2024-01-08,NODE_05,8,310,8.13,24.6,179,1.66,1
2024-01-08,NODE_05,8,320,8.28,26.38,143,1.97,1
2024-01-08,NODE_05,8,330,7.83,25.28,176,6.37,0
2024-01-08,NODE_05,8,340,7.97,24.1,124,2.06,1
2024-01-08,NODE_05,8,350,7.87,26.43,184,1.9,1
2024-01-08,NODE_05,8,360,8.27,24.69,182,1.9,1
2024-01-08,NODE_05,8,370,7.63,24.28,186,2.73,1
2024-01-08,NODE_05,8,380,8.02,23.65,149,2.96,1
2024-01-08,NODE_05,8,390,7.5,23.62,183,6.21,0
2024-01-08,NODE_05,8,400,7.92,24.04,132,5.22,0
2024-01-08,NODE_05,8,410,7.85,24.42,180,2.5,1
2024-01-08,NODE_05,8,420,8.2,23.4,172,2.03,1
2024-01-08,NODE_05,8,430,8.11,21.75,189,2.8,1
2024-01-08,NODE_05,8,440,7.92,25.11,181,5.45,0
2024-01-08,NODE_05,8,450,7.88,23.62,143,2.7,1
2024-01-08,NODE_05,8,460,7.93,23.59,189,2.39,1
2024-01-08,NODE_05,8,470,7.58,21.32,186,2.21,1
2024-01-08,NODE_05,8,480,8.04,24.97,180,2.81,1
2024-01-08,NODE_05,8,490,8.22,21.36,123,2.41,1
2024-01-08,NODE_05,8,500,7.39,24.38,142,6.7,0
2024-01-08,NODE_05,8,510,7.79,21.37,157,2.14,1
2024-01-08,NODE_05,8,520,7.93,23.04,169,2.49,1
2024-01-08,NODE_05,8,530,8.08,26.84,184,2.5,1
2024-01-08,NODE_05,8,540,8.01,25.35,175,1.9,1
2024-01-08,NODE_05,8,550,8.01,25.21,176,6.52,0
2024-01-08,NODE_05,8,560,7.42,23.72,175,2.28,1
2024-01-08,NODE_05,8,570,7.3,23.37,176,2.52,1
2024-01-08,NODE_05,8,580,7.97,24.03,186,2.23,1
2024-01-08,NODE_05,8,590,8.06,24.54,168,2.27,1
2024-01-08,NODE_05,8,600,7.6,24.18,182,1.87,1
2024-01-08,NODE_05,8,610,7.02,25.68,124,6.02,0
2024-01-08,NODE_05,8,620,7.9,24.59,179,2.58,1
2024-01-08,NODE_05,8,630,7.74,24.33,177,2.16,1
2024-01-08,NODE_05,8,640,7.39,24.66,135,6.46,0
2024-01-08,NODE_05,8,650,8.17,26.82,178,2.55,1
2024-01-08,NODE_05,8,660,8.01,22.86,141,2.3,1
2024-01-08,NODE_05,8,670,8.09,25.99,172,2.43,1
2024-01-08,NODE_05,8,680,7.74,22.07,177,2.45,1
2024-01-08,NODE_05,8,690,7.95,22.58,173,2.22,1
2024-01-08,NODE_05,8,700,7.98,23.44,161,3.22,1
2024-01-08,NODE_05,8,710,8.26,21.93,176,2.22,1
2024-01-08,NODE_05,8,720,8.16,23.18,139,2.72,1
2024-01-08,NODE_05,8,730,7.95,23.85,165,2.34,1
2024-01-08,NODE_05,8,740,8.0,24.55,181,2.53,1
2024-01-08,NODE_05,8,750,7.93,22.81,175,4.98,0
2024-01-08,NODE_05,8,760,7.73,22.93,135,6.29,0
2024-01-08,NODE_05,8,770,7.78,22.96,183,6.62,0
2024-01-08,NODE_05,8,780,7.68,23.56,173,5.04,0
2024-01-08,NODE_05,8,790,7.7,23.71,173,2.42,1
2024-01-08,NODE_05,8,800,8.02,21.84,168,2.19,1
2024-01-08,NODE_05,8,810,7.87,24.23,149,6.48,0
2024-01-08,NODE_05,8,820,8.04,25.68,180,5.34,0
2024-01-08,NODE_05,8,830,7.95,26.21,183,5.39,0
2024-01-08,NODE_05,8,840,7.94,22.93,175,1.89,1
2024-01-08,NODE_05,8,850,7.87,24.69,151,2.35,1
2024-01-08,NODE_05,8,860,8.24,24.79,180,2.13,1
2024-01-08,NODE_05,8,870,7.89,26.7,184,5.01,0
2024-01-08,NODE_05,8,880,8.0,24.64,167,6.06,0
2024-01-08,NODE_05,8,890,8.1,25.28,136,2.89,1
2024-01-08,NODE_05,8,900,7.92,24.87,174,4.92,0
2024-01-08,NODE_05,8,910,7.8,27.17,173,5.15,0
2024-01-08,NODE_05,8,920,7.69,23.64,130,6.85,0
2024-01-08,NODE_05,8,930,7.7,23.59,154,3.02,1
2024-01-08,NODE_05,8,940,8.06,24.97,182,2.13,1
2024-01-08,NODE_05,8,950,8.15,25.9,172,2.17,1
2024-01-08,NODE_05,8,960,8.01,25.92,130,7.13,0
2024-01-08,NODE_05,8,970,8.22,22.85,145,2.95,1
2024-01-08,NODE_05,8,980,8.35,22.89,177,2.15,1
2024-01-08,NODE_05,8,990,7.96,23.77,189,1.94,1
2024-01-08,NODE_05,8,1000,7.49,22.97,110,6.47,0
2024-01-08,NODE_05,8,1010,7.89,23.9,177,2.63,1
2024-01-08,NODE_05,8,1020,7.96,24.45,145,5.01,0
2024-01-08,NODE_05,8,1030,7.87,24.84,168,2.34,1
2024-01-08,NODE_05,8,1040,8.11,25.63,179,5.72,0
2024-01-08,NODE_05,8,1050,8.21,23.46,121,2.86,1
2024-01-08,NODE_05,8,1060,7.9,23.85,182,1.86,1
2024-01-08,NODE_05,8,1070,8.03,27.33,170,5.57,0
2024-01-08,NODE_05,8,1080,7.95,23.02,177,1.52,1
2024-01-08,NODE_05,8,1090,7.87,22.86,174,2.57,1
2024-01-08,NODE_05,8,1100,8.04,25.57,173,5.28,0
2024-01-08,NODE_05,8,1110,7.85,24.71,183,4.79,0
2024-01-08,NODE_05,8,1120,7.73,27.5,177,2.3,1
2024-01-08,NODE_05,8,1130,7.35,22.91,177,2.8,1
2024-01-08,NODE_05,8,1140,8.0,23.05,186,2.12,1
2024-01-08,NODE_05,8,1150,7.8,24.19,188,1.97,1
2024-01-08,NODE_05,8,1160,7.77,23.14,190,1.88,1
2024-01-08,NODE_05,8,1170,8.62,21.4,177,1.8,1
2024-01-08,NODE_05,8,1180,7.87,24.35,142,1.82,1
2024-01-08,NODE_05,8,1190,7.95,24.49,180,2.42,1
2024-01-08,NODE_05,8,1200,7.91,25.6,179,2.26,1
2024-01-08,NODE_05,8,1210,8.09,25.2,177,2.12,1
2024-01-08,NODE_05,8,1220,8.08,26.21,174,5.2,0
2024-01-08,NODE_05,8,1230,7.96,26.5,175,1.52,1
2024-01-08,NODE_05,8,1240,7.53,22.6,179,1.63,1
2024-01-08,NODE_05,8,1250,7.86,25.14,180,2.24,1
2024-01-08,NODE_05,8,1260,7.79,25.04,122,5.88,0
2024-01-08,NODE_05,8,1270,7.94,26.05,175,5.99,0
2024-01-08,NODE_05,8,1280,8.06,23.9,130,2.27,1
2024-01-08,NODE_05,8,1290,7.94,21.74,173,2.28,1
2024-01-08,NODE_05,8,1300,7.17,25.41,143,5.97,0
2024-01-08,NODE_05,8,1310,7.92,23.78,176,2.56,1
2024-01-08,NODE_05,8,1320,8.01,24.29,184,2.19,1
2024-01-08,NODE_05,8,1330,7.67,24.94,128,6.91,0
2024-01-08,NODE_05,8,1340,7.64,23.36,136,6.99,0
2024-01-08,NODE_05,8,1350,8.12,22.04,190,2.17,1
2024-01-08,NODE_05,8,1360,7.85,23.27,189,2.54,1
2024-01-08,NODE_05,8,1370,7.71,23.3,173,2.73,1
2024-01-08,NODE_05,8,1380,7.61,22.47,177,2.41,1
2024-01-08,NODE_05,8,1390,7.64,21.88,182,2.37,1
2024-01-08,NODE_05,8,1400,8.03,22.5,178,2.54,1
2024-01-08,NODE_05,8,1410,7.97,25.76,129,2.72,1
2024-01-08,NODE_05,8,1420,8.17,25.53,175,6.08,0
2024-01-08,NODE_05,8,1430,7.93,22.85,177,2.18,1
2024-01-09,NODE_05,9,0,8.04,27.13,182,5.64,0
2024-01-09,NODE_05,9,10,7.92,26.1,186,5.92,0
2024-01-09,NODE_05,9,20,7.9,25.89,169,4.96,0
2024-01-09,NODE_05,9,30,7.95,23.33,168,4.92,0
2024-01-09,NODE_05,9,40,7.56,24.94,179,2.19,1
2024-01-09,NODE_05,9,50,7.86,23.77,172,2.1,1
2024-01-09,NODE_05,9,60,7.84,23.4,134,7.07,0
2024-01-09,NODE_05,9,70,8.02,24.84,179,2.44,1
2024-01-09,NODE_05,9,80,7.71,24.79,187,6.16,0
2024-01-09,NODE_05,9,90,8.02,22.88,178,2.54,1
2024-01-09,NODE_05,9,100,7.58,24.04,180,2.06,1
2024-01-09,NODE_05,9,110,8.1,25.76,169,4.88,0
2024-01-09,NODE_05,9,120,7.71,23.75,117,5.93,0
2024-01-09,NODE_05,9,130,7.77,25.43,180,5.45,0
2024-01-09,NODE_05,9,140,7.71,24.22,181,2.19,1
2024-01-09,NODE_05,9,150,8.03,24.13,145,2.63,1
2024-01-09,NODE_05,9,160,7.86,24.13,181,5.8,0
2024-01-09,NODE_05,9,170,7.9,23.46,184,2.85,1
2024-01-09,NODE_05,9,180,8.06,25.04,177,2.3,1
2024-01-09,NODE_05,9,190,7.48,25.5,131,6.38,0
2024-01-09,NODE_05,9,200,7.77,25.43,126,5.48,0
2024-01-09,NODE_05,9,210,8.41,25.73,180,2.17,1
2024-01-09,NODE_05,9,220,7.49,22.96,187,2.22,1
2024-01-09,NODE_05,9,230,8.0,26.51,177,5.56,0
2024-01-09,NODE_05,9,240,7.71,22.8,183,1.65,1
2024-01-09,NODE_05,9,250,7.53,23.4,139,2.72,1
2024-01-09,NODE_05,9,260,7.58,24.3,143,6.76,0
2024-01-09,NODE_05,9,270,8.12,24.1,167,5.51,0
2024-01-09,NODE_05,9,280,7.72,24.81,180,5.98,0
2024-01-09,NODE_05,9,290,8.05,25.46,136,5.93,0
2024-01-09,NODE_05,9,300,7.95,25.87,188,2.19,1
2024-01-09,NODE_05,9,310,7.75,23.48,165,2.6,1
2024-01-09,NODE_05,9,320,7.66,24.31,165,6.17,0
2024-01-09,NODE_05,9,330,7.54,24.95,184,5.83,0
2024-01-09,NODE_05,9,340,8.01,25.32,185,1.96,1
2024-01-09,NODE_05,9,350,7.8,23.28,176,1.4,1
2024-01-09,NODE_05,9,360,8.05,25.09,175,2.23,1
2024-01-09,NODE_05,9,370,7.92,23.57,179,1.63,1
2024-01-09,NODE_05,9,380,7.31,25.17,132,3.15,1
2024-01-09,NODE_05,9,390,7.96,23.39,180,2.04,1
2024-01-09,NODE_05,9,400,7.91,25.1,168,5.41,0
2024-01-09,NODE_05,9,410,8.13,24.25,131,2.22,1
2024-01-09,NODE_05,9,420,8.25,25.23,174,2.1,1
2024-01-09,NODE_05,9,430,8.02,25.81,175,5.85,0
2024-01-09,NODE_05,9,440,7.75,21.59,134,6.88,0
2024-01-09,NODE_05,9,450,8.03,25.85,137,2.48,1
2024-01-09,NODE_05,9,460,8.0,25.33,183,2.1,1
2024-01-09,NODE_05,9,470,7.49,22.41,147,7.22,0
2024-01-09,NODE_05,9,480,7.9,21.74,181,2.21,1
2024-01-09,NODE_05,9,490,7.14,23.6,136,2.57,1
2024-01-09,NODE_05,9,500,8.05,25.3,182,5.96,0
2024-01-09,NODE_05,9,510,8.33,22.24,177,2.08,1
2024-01-09,NODE_05,9,520,8.57,25.68,142,2.63,1
2024-01-09,NODE_05,9,530,7.92,22.36,172,5.18,0
2024-01-09,NODE_05,9,540,7.99,25.9,133,2.45,1
2024-01-09,NODE_05,9,550,7.91,23.25,177,5.41,0
2024-01-09,NODE_05,9,560,7.8,25.23,173,1.73,1
2024-01-09,NODE_05,9,570,7.88,26.05,181,5.46,0
2024-01-09,NODE_05,9,580,7.82,21.86,183,2.24,1
2024-01-09,NODE_05,9,590,7.99,24.72,143,3.03,1
2024-01-09,NODE_05,9,600,7.72,24.31,134,7.01,0
2024-01-09,NODE_05,9,610,7.83,23.17,181,5.35,0
2024-01-09,NODE_05,9,620,8.07,25.08,118,1.93,1
2024-01-09,NODE_05,9,630,8.07,21.81,184,2.29,1
2024-01-09,NODE_05,9,640,7.35,24.93,186,5.74,0
2024-01-09,NODE_05,9,650,7.92,23.81,190,1.91,1
2024-01-09,NODE_05,9,660,7.52,25.76,128,5.98,0
2024-01-09,NODE_05,9,670,7.9,23.47,182,2.47,1
2024-01-09,NODE_05,9,680,7.89,27.26,178,2.12,1
2024-01-09,NODE_05,9,690,7.78,25.92,176,2.19,1
2024-01-09,NODE_05,9,700,8.03,23.23,138,2.86,1
2024-01-09,NODE_05,9,710,7.99,25.75,149,1.97,1
2024-01-09,NODE_05,9,720,7.7,23.91,127,2.67,1
2024-01-09,NODE_05,9,730,7.87,23.6,119,2.64,1
2024-01-09,NODE_05,9,740,8.62,23.3,180,2.08,1
2024-01-09,NODE_05,9,750,8.14,22.46,184,2.24,1
2024-01-09,NODE_05,9,760,7.14,22.85,109,7.4,0
2024-01-09,NODE_05,9,770,7.21,23.1,109,3.41,1
2024-01-09,NODE_05,9,780,7.09,24.29,181,6.1,0
2024-01-09,NODE_05,9,790,7.72,24.27,146,5.86,0
2024-01-09,NODE_05,9,800,7.4,23.48,138,2.64,1
2024-01-09,NODE_05,9,810,7.5,23.26,167,2.05,1
2024-01-09,NODE_05,9,820,7.66,24.23,171,5.92,0
2024-01-09,NODE_05,9,830,8.36,22.51,179,2.44,1
2024-01-09,NODE_05,9,840,7.92,22.82,171,2.1,1
2024-01-09,NODE_05,9,850,7.92,24.02,182,2.26,1
2024-01-09,NODE_05,9,860,7.95,22.78,170,2.36,1
2024-01-09,NODE_05,9,870,7.79,24.44,179,2.36,1
2024-01-09,NODE_05,9,880,7.9,24.08,169,1.89,1
2024-01-09,NODE_05,9,890,8.09,24.75,178,2.55,1
2024-01-09,NODE_05,9,900,8.02,24.28,178,2.08,1
2024-01-09,NODE_05,9,910,7.55,25.36,179,1.94,1
2024-01-09,NODE_05,9,920,7.85,23.98,174,2.47,1
2024-01-09,NODE_05,9,930,7.17,23.43,121,6.6,0
2024-01-09,NODE_05,9,940,7.93,24.37,181,2.66,1
2024-01-09,NODE_05,9,950,7.52,25.44,179,2.83,1
2024-01-09,NODE_05,9,960,7.88,23.85,188,2.06,1
2024-01-09,NODE_05,9,970,8.16,25.08,129,2.43,1
2024-01-09,NODE_05,9,980,7.79,25.17,163,2.92,1
2024-01-09,NODE_05,9,990,7.87,25.4,172,1.62,1
2024-01-09,NODE_05,9,1000,7.89,22.91,177,6.5,0
2024-01-09,NODE_05,9,1010,8.12,23.97,170,2.42,1
2024-01-09,NODE_05,9,1020,7.39,26.55,182,2.48,1
2024-01-09,NODE_05,9,1030,7.73,21.34,184,1.44,1
2024-01-09,NODE_05,9,1040,7.7,23.43,145,5.35,0
2024-01-09,NODE_05,9,1050,7.93,20.72,175,2.07,1
2024-01-09,NODE_05,9,1060,7.94,23.65,177,6.51,0
2024-01-09,NODE_05,9,1070,8.03,23.47,131,2.69,1
2024-01-09,NODE_05,9,1080,8.19,23.38,171,2.13,1
2024-01-09,NODE_05,9,1090,7.72,25.96,138,2.19,1
2024-01-09,NODE_05,9,1100,7.48,25.41,123,3.06,1
2024-01-09,NODE_05,9,1110,8.09,23.96,180,5.43,0
2024-01-09,NODE_05,9,1120,7.68,23.77,180,2.92,1
